,Churn,Churn_Prob,custID,predicted
706,0,0.009992895095766776,706,0
1606,0,0.04414232410302465,1606,0
4904,0,0.48009955828728307,4904,0
6752,0,0.0653956003799884,6752,0
3992,0,0.01912115650203151,3992,0
4735,0,0.11017372923512071,4735,0
3449,0,0.1397934387349649,3449,0
4433,0,0.6899298312978331,4433,1
552,0,0.008211490298127221,552,0
4665,0,0.013613543793687725,4665,0
6000,0,0.01110672524447146,6000,0
4422,0,0.3658097898600289,4422,0
5507,0,0.09407506255762141,5507,0
4094,0,0.4888397234399933,4094,0
6096,0,0.762275250075986,6096,1
5571,0,0.08799789780738178,5571,0
4841,0,0.5992718325938666,4841,1
3393,0,0.0722168203102489,3393,0
5177,1,0.5673785710989775,5177,1
1545,0,0.10092787927914963,1545,0
3351,1,0.19590990721547938,3351,0
3998,0,0.08681332962134242,3998,0
5066,0,0.056443281959492234,5066,0
4919,0,0.00780731044335077,4919,0
580,1,0.10232062269716452,580,0
2685,0,0.042230136319884516,2685,0
6059,0,0.06368278407328369,6059,0
6774,0,0.1482333217680568,6774,0
4148,0,0.0530320918883719,4148,0
1192,1,0.7356273954271606,1192,1
3561,1,0.389075357794784,3561,0
5018,0,0.0029139552852608577,5018,0
6727,0,0.5335912602595704,6727,1
3595,1,0.7552337477443541,3595,1
4853,0,0.07135675221779562,4853,0
1177,0,0.046781375214260845,1177,0
4298,0,0.24561809027836784,4298,0
693,1,0.6108560129082584,693,1
1115,0,0.03099085522401434,1115,0
5116,1,0.5890380365473951,5116,1
4646,0,0.5926262346807005,4646,1
6825,0,0.4787546614401333,6825,0
2316,0,0.13424483256706013,2316,0
384,0,0.16660276983196146,384,0
2386,0,0.08381158889504704,2386,0
395,0,0.01984907632161263,395,0
1142,0,0.6463022322891369,1142,1
1569,0,0.27214043118532444,1569,0
4274,0,0.021198646566047055,4274,0
2372,0,0.011688080426613368,2372,0
6308,0,0.579694519926997,6308,1
5245,0,0.004439086047642434,5245,0
1801,0,0.3933982963483264,1801,0
574,0,0.6255738198937999,574,1
651,1,0.5926262346807005,651,1
3624,0,0.24667557776923132,3624,0
3522,0,0.019608735385460117,3522,0
937,1,0.6732343136838269,937,1
4500,0,0.05313405761435142,4500,0
1557,0,0.327876798591787,1557,0
4688,0,0.2617608088565558,4688,0
5908,1,0.1482333217680568,5908,0
3995,1,0.41746478750636123,3995,0
3073,0,0.05848839535226582,3073,0
2292,0,0.02223876474244294,2292,0
4113,0,0.028526533932537873,4113,0
4628,0,0.21874127684823183,4628,0
4008,0,0.07122992042253265,4008,0
4943,0,0.013365955211901403,4943,0
5100,1,0.5890380365473951,5100,1
3910,1,0.4322430065080455,3910,0
6353,0,0.2248019349260254,6353,0
3563,0,0.5286279774152528,3563,1
111,0,0.01943535753729285,111,0
2794,0,0.18483790639602057,2794,0
167,0,0.02313452925073307,167,0
5709,0,0.05247355416946284,5709,0
6419,0,0.16404000713397143,6419,0
6460,1,0.24654117532635325,6460,0
3775,1,0.6029556059980876,3775,1
2280,0,0.7099902454113144,2280,1
1434,1,0.5838122283599131,1434,1
973,1,0.21513715655002927,973,0
2199,0,0.008166122991316572,2199,0
1336,0,0.4554687258128494,1336,0
2331,0,0.05528141216831268,2331,0
5588,1,0.3940406602322202,5588,0
6444,1,0.12791354591832613,6444,0
4210,0,0.10703359512160047,4210,0
118,0,0.010089981549042759,118,0
3741,0,0.02498527584223414,3741,0
2985,0,0.1364489053367165,2985,0
379,0,0.23643305929962513,379,0
4451,0,0.5655979663566977,4451,1
6872,0,0.05792944754088417,6872,0
836,0,0.01690682739111213,836,0
3392,0,0.034058393633728215,3392,0
700,0,0.03388486046356496,700,0
4520,1,0.19500025326840698,4520,0
198,0,0.05031480976016511,198,0
3003,1,0.3799710344335294,3003,0
75,0,0.22677108629544585,75,0
5688,0,0.014195341965958376,5688,0
3072,0,0.04385785469719685,3072,0
1470,0,0.1173446666347496,1470,0
1705,0,0.18958679749720056,1705,0
5263,0,0.20126206118475362,5263,0
6854,0,0.143441453575389,6854,0
301,1,0.8630914798644317,301,1
140,0,0.024826705661015688,140,0
2486,0,0.26752203244212064,2486,0
2200,0,0.1793832884433023,2200,0
154,0,0.1255514183119561,154,0
1111,1,0.6054486913126624,1111,1
5975,1,0.6008575099333425,5975,1
4743,0,0.017336200990163683,4743,0
2828,0,0.04533647761762509,2828,0
5038,0,0.0779107822966352,5038,0
3905,1,0.36111962787650087,3905,0
2065,0,0.41074929620830436,2065,0
977,0,0.5461111949631534,977,1
4554,0,0.53784641696438,4554,1
5811,0,0.036943080831344045,5811,0
5946,1,0.03579228602977491,5946,0
4656,0,0.5268043912132805,4656,1
1136,0,0.0041146011109125455,1136,0
6269,0,0.10498736308598455,6269,0
6253,0,0.11699818285466417,6253,0
3609,0,0.17753505402465825,3609,0
2277,1,0.20264973851442802,2277,0
2608,1,0.3240684598961517,2608,0
6178,0,0.013640403778400886,6178,0
131,1,0.30394535979250004,131,0
6877,1,0.5890380365473951,6877,1
2028,0,0.026966178479521836,2028,0
6646,0,0.01220175129750724,6646,0
4344,0,0.03975313680885861,4344,0
6018,0,0.013676488263495589,6018,0
4323,1,0.2678082282687226,4323,0
3321,0,0.005162242481038176,3321,0
5378,0,0.015931468894177844,5378,0
2251,0,0.5243203498013226,2251,1
5857,1,0.5727626096218188,5857,1
5715,1,0.3804508172072884,5715,0
6274,0,0.16492790370469268,6274,0
65,0,0.5001211051381904,65,1
2911,1,0.5890380365473951,2911,1
6465,0,0.005073985035187958,6465,0
1178,1,0.5851688307484576,1178,1
1067,0,0.41552010188249194,1067,0
4929,0,0.0710997162293412,4929,0
5497,1,0.11042881423064385,5497,0
5399,0,0.017554330329698813,5399,0
5020,0,0.014195341965958376,5020,0
3723,0,0.08298033018022413,3723,0
1911,0,0.01958019857126873,1911,0
3383,1,0.6732343136838269,3383,1
2990,1,0.3696217280750188,2990,0
5891,1,0.2958289586461458,5891,0
5269,0,0.392310742925071,5269,0
614,0,0.027088576901974477,614,0
6047,0,0.47280649328796015,6047,0
382,0,0.029511156390495435,382,0
6507,1,0.2621416347911588,6507,0
1847,0,0.005589137480806065,1847,0
5386,0,0.30295615513215673,5386,0
1182,0,0.15811917700653375,1182,0
2536,1,0.054511343654681625,2536,0
1137,0,0.003203862752192837,1137,0
5469,0,0.2864083138481604,5469,0
1504,0,0.5128762968401585,1504,1
469,1,0.3398204505940769,469,0
5489,0,0.3036646290991303,5489,0
5298,0,0.42234703444230787,5298,0
1375,0,0.021187698711832917,1375,0
5084,0,0.04985160208866501,5084,0
1570,0,0.027574119632502354,1570,0
5568,0,0.17784428920953954,5568,0
6816,1,0.6694097806934527,6816,1
1445,0,0.5076689139503183,1445,1
3791,0,0.625547848084357,3791,1
3943,0,0.503618919908764,3943,1
2709,0,0.35501148029880586,2709,0
1022,0,0.7941781123865865,1022,1
5129,0,0.5627106271820019,5129,1
6116,0,0.07687354554131083,6116,0
1839,0,0.06512454300820901,1839,0
5980,0,0.1199583600607666,5980,0
583,0,0.19734074124272946,583,0
333,1,0.664715448270672,333,1
1101,0,0.10444504594145423,1101,0
910,1,0.6940152792834735,910,1
2925,0,0.08313482275044515,2925,0
5187,0,0.6029556059980876,5187,1
3963,0,0.0033970558774197596,3963,0
3620,0,0.2815652951133281,3620,0
2596,0,0.1625608954962933,2596,0
1577,1,0.3099650002451779,1577,0
4806,0,0.009341510486429878,4806,0
2865,0,0.06611883362413665,2865,0
4746,1,0.7061446531008453,4746,1
1909,0,0.06290302432355616,1909,0
792,0,0.04875265330360061,792,0
4783,0,0.05459666127933383,4783,0
7017,0,0.00956443713226817,7017,0
2327,0,0.5386884932344073,2327,1
5056,0,0.01125193551722098,5056,0
3770,0,0.007608009085354344,3770,0
1807,1,0.5890380365473951,1807,1
1531,0,0.10241923535007733,1531,0
6594,0,0.17186993616438812,6594,0
146,0,0.07260740160993844,146,0
2983,0,0.011688080426613368,2983,0
2402,0,0.1255514183119561,2402,0
1284,0,0.005073985035187958,1284,0
6881,0,0.2154699493295947,6881,0
5794,0,0.077403950593046,5794,0
6952,1,0.4228276787821388,6952,0
4652,0,0.046182938060961735,4652,0
4450,1,0.227836936922074,4450,0
4726,0,0.02009361167371202,4726,0
3261,0,0.014976597651622289,3261,0
4415,0,0.016681225369021644,4415,0
4007,0,0.010107794660109288,4007,0
388,0,0.30428771128647825,388,0
6141,1,0.49865471824958074,6141,0
3713,1,0.4198891189089735,3713,0
3959,0,0.0567830089629263,3959,0
2365,0,0.5768119668985785,2365,1
5933,1,0.867574173530097,5933,1
3081,1,0.6418868548026587,3081,1
5686,1,0.7878185490229752,5686,1
5534,0,0.45023143476608996,5534,0
3505,0,0.3995262170548808,3505,0
5973,0,0.09749020247912372,5973,0
322,0,0.4751019142673148,322,0
5547,1,0.7703546130309923,5547,1
1745,0,0.00758273735817824,1745,0
6653,0,0.1870847679902416,6653,0
707,0,0.4575776013298823,707,0
272,1,0.3905022591972143,272,0
945,1,0.6207505573762784,945,1
5650,0,0.06729969987021268,5650,0
345,0,0.7981675274354735,345,1
3921,0,0.18984416945242663,3921,0
2108,0,0.1018918494359759,2108,0
2655,1,0.6136225703731341,2655,1
850,0,0.05031480976016511,850,0
4792,1,0.22664684131044788,4792,0
6026,0,0.0939068870263285,6026,0
3721,1,0.143441453575389,3721,0
2875,1,0.5866356946096808,2875,1
5120,1,0.25877558666444667,5120,0
1061,0,0.1116977939908905,1061,0
5334,1,0.11374886695968532,5334,0
4648,0,0.6608414383855076,4648,1
637,0,0.00736403469211849,637,0
3213,0,0.043387817020439506,3213,0
6639,0,0.15131991411653517,6639,0
1351,0,0.18892346812029426,1351,0
1256,0,0.01582250920684343,1256,0
1503,0,0.38747682317116877,1503,0
6544,1,0.5937102601324418,6544,1
1722,0,0.07238218110202653,1722,0
807,0,0.03602992135812736,807,0
950,1,0.41224831744473345,950,0
195,0,0.4772461096208701,195,0
1869,0,0.0035913137205193695,1869,0
2734,0,0.10590864069006052,2734,0
6267,1,0.6694097806934527,6267,1
629,1,0.27651178023260975,629,0
4425,0,0.30500790586166393,4425,0
232,1,0.6496695620968472,232,1
1959,0,0.26821016119046304,1959,0
4666,0,0.0844814333044051,4666,0
427,0,0.6144828207971786,427,1
5015,0,0.12995203796241295,5015,0
922,0,0.5837396228058116,922,1
6819,1,0.4698384289282867,6819,0
6311,0,0.300979742998797,6311,0
6886,1,0.7927855669783619,6886,1
4957,0,0.17741479316840542,4957,0
190,0,0.058589048791714275,190,0
5818,0,0.04757178112437859,5818,0
43,0,0.017517338428473264,43,0
1451,0,0.2929261353635067,1451,0
3938,0,0.30696301692256817,3938,0
4513,1,0.017701915063916135,4513,0
4392,0,0.1482333217680568,4392,0
2735,0,0.35729589467018275,2735,0
3936,0,0.36139283217340373,3936,0
5959,0,0.012932789083264387,5959,0
2962,1,0.28660330244729665,2962,0
2467,0,0.18601279454362848,2467,0
5581,1,0.058197747213453416,5581,0
4807,0,0.13431907515694802,4807,0
2021,0,0.031097936784981232,2021,0
5461,0,0.014235597156595711,5461,0
4681,1,0.7874913916108912,4681,1
5085,0,0.151428343608611,5085,0
3886,0,0.18292764211119752,3886,0
4079,0,0.5452800156751978,4079,1
1407,0,0.10337641961097717,1407,0
5847,0,0.17198722428267102,5847,0
6227,1,0.3813853906462921,6227,0
4691,1,0.46026806122676495,4691,0
4962,0,0.30795952446634867,4962,0
3223,0,0.28710365443013836,3223,0
3212,0,0.3111310914924298,3212,0
6101,0,0.04328834585128758,6101,0
3646,0,0.09723116952160293,3646,0
2637,0,0.020185810160138082,2637,0
1195,0,0.46799767388422886,1195,0
4350,0,0.152118114668712,4350,0
6348,0,0.34443360175353954,6348,0
5061,0,0.06656155170371984,5061,0
3264,0,0.5728839827179766,3264,1
4486,0,0.1386570110035944,4486,0
668,1,0.29084218433508613,668,0
6962,1,0.6784586998493403,6962,1
4940,0,0.6895082820100407,4940,1
6345,0,0.5359051629859705,6345,1
6307,0,0.06847018864483898,6307,0
4208,0,0.025387844555873732,4208,0
1083,1,0.7129593269545097,1083,1
5017,0,0.03103262199558913,5017,0
2308,0,0.1064496977417469,2308,0
4669,0,0.00688995410577058,4669,0
3685,0,0.058843287072548885,3685,0
98,0,0.009206798516808019,98,0
1275,0,0.010388032820885334,1275,0
6405,0,0.2621178784401434,6405,0
750,0,0.19300608387828397,750,0
2539,0,0.004695962224942785,2539,0
4847,1,0.497484734764786,4847,0
1990,1,0.7570927809059718,1990,1
2899,0,0.010959600962769373,2899,0
19,0,0.5445959324747323,19,1
2110,0,0.18320501391211802,2110,0
4287,1,0.11326640166842698,4287,0
6236,0,0.6738302524082536,6236,1
2665,0,0.27896663979022485,2665,0
1613,0,0.046616843628324536,1613,0
1951,0,0.20871816949393898,1951,0
41,0,0.020005354804637273,41,0
6182,0,0.01125193551722098,6182,0
456,0,0.18751878028182428,456,0
2158,0,0.040466853521028016,2158,0
883,0,0.10260586975873595,883,0
874,0,0.13704976218549414,874,0
5808,0,0.05031480976016511,5808,0
5354,0,0.7836823468236386,5354,1
6764,1,0.6694097806934527,6764,1
1711,0,0.005263707088114259,1711,0
2324,1,0.606268431250908,2324,1
4048,0,0.016458281995097544,4048,0
621,0,0.1040188341502828,621,0
3438,1,0.6990844486200055,3438,1
6281,0,0.06520921646702209,6281,0
5194,1,0.5588802741455768,5194,1
177,1,0.6430998406272312,177,1
4070,0,0.3312510970297946,4070,0
53,1,0.6722185124429694,53,1
794,0,0.39098695417290746,794,0
4603,0,0.22141053369972252,4603,0
2382,0,0.045816540707241574,2382,0
677,1,0.5261283940699696,677,1
6384,0,0.056433476472334806,6384,0
5329,1,0.33537259750447773,5329,0
4270,0,0.02313452925073307,4270,0
4264,0,0.5561231164801135,4264,1
323,0,0.14118358517101426,323,0
158,0,0.09007810652466745,158,0
6970,1,0.6899298312978331,6970,1
2057,1,0.3726720304959674,2057,0
3926,0,0.23855982285373908,3926,0
5850,1,0.42589390830894314,5850,0
5612,0,0.03535863695886909,5612,0
705,1,0.4457697549450336,705,0
6453,1,0.5466072690343573,6453,1
218,0,0.03006905048641525,218,0
58,0,0.015310966118466229,58,0
1489,0,0.08292942818004177,1489,0
3593,1,0.5263601843797227,3593,1
1907,0,0.4617255273159278,1907,0
4935,0,0.027912323698115287,4935,0
4182,1,0.5322744052557777,4182,1
742,1,0.6910814393678538,742,1
5202,0,0.05905601150776515,5202,0
501,0,0.047239484385482464,501,0
6863,0,0.05600979543377764,6863,0
2479,0,0.020758391051943947,2479,0
4459,1,0.7520530545092523,4459,1
1350,0,0.01208083246144687,1350,0
5708,0,0.6463022322891369,5708,1
452,0,0.10044048506905193,452,0
6575,0,0.19260154879463082,6575,0
3630,1,0.17751824476888173,3630,0
4272,1,0.009335208589806724,4272,0
627,0,0.11934052153120205,627,0
175,0,0.07743744984305496,175,0
1017,0,0.017843351949263498,1017,0
2312,0,0.04211316912498124,2312,0
2776,1,0.5500283333988414,2776,1
1682,0,0.034277609549131394,1682,0
2780,1,0.0767974246640793,2780,0
688,0,0.030480011956743706,688,0
650,1,0.6521664130202681,650,1
1421,1,0.7155552775519491,1421,1
5854,0,0.3188067494200122,5854,0
4620,0,0.024826402060375907,4620,0
2191,1,0.8515655768201531,2191,1
3446,0,0.19501832539510586,3446,0
1548,0,0.3477468049510676,1548,0
755,1,0.7730612457567185,755,1
6022,0,0.10059726435810896,6022,0
5993,0,0.579694519926997,5993,1
273,0,0.6166877245633571,273,1
6295,0,0.010721962114277898,6295,0
6797,0,0.34855366047674907,6797,0
1144,1,0.5357089690590666,1144,1
4888,0,0.25183982078683415,4888,0
856,0,0.01125193551722098,856,0
6171,0,0.2687428606107641,6171,0
2176,0,0.004979439843216961,2176,0
2140,1,0.3087480848335913,2140,0
3526,1,0.46520471503011757,3526,0
5526,0,0.021068430619262658,5526,0
1865,0,0.36046590730660194,1865,0
3866,0,0.028469715460654632,3866,0
4925,0,0.08441081762895167,4925,0
419,1,0.762275250075986,419,1
6874,0,0.12035047593827623,6874,0
800,0,0.04900143831578858,800,0
2025,0,0.05031480976016511,2025,0
3332,1,0.31520733416116675,3332,0
3769,0,0.08603944415196896,3769,0
1987,1,0.5302647425186583,1987,1
571,0,0.03736837869751834,571,0
5212,0,0.007670403468664015,5212,0
2653,0,0.009866989664496634,2653,0
5030,1,0.6031702417185143,5030,1
4448,1,0.6986699094635108,4448,1
1890,1,0.2549631981658585,1890,0
1211,1,0.39255645438385234,1211,0
754,0,0.6593736560675956,754,1
5287,0,0.14122032598347578,5287,0
1002,0,0.5644939540988038,1002,1
6732,0,0.4671710184935702,6732,0
4609,0,0.09360008132503089,4609,0
5696,1,0.21211960110905145,5696,0
3034,1,0.71272611436846,3034,1
1454,0,0.07725970833686012,1454,0
3262,1,0.41074929620830436,3262,0
4178,0,0.011334607136438446,4178,0
1287,0,0.4941642775388676,1287,0
276,1,0.3857864810246966,276,0
4941,1,0.18543654169167317,4941,0
2739,0,0.09251526329252478,2739,0
2075,0,0.46026806122676495,2075,0
4517,1,0.8280562234815273,4517,1
5586,0,0.03016029285794163,5586,0
1578,1,0.3258893768693358,1578,0
3997,0,0.015382945468755679,3997,0
1778,0,0.0035913137205193695,1778,0
731,0,0.12983623412591705,731,0
4127,0,0.009874098646326867,4127,0
2547,0,0.011644060695671306,2547,0
2837,1,0.1482333217680568,2837,0
1296,0,0.6053269117887748,1296,1
1864,0,0.14715860229400438,1864,0
5863,1,0.6742630316708281,5863,1
4293,1,0.6121726315911312,4293,1
6599,1,0.609929035897211,6599,1
281,0,0.31186022262625296,281,0
4480,1,0.5926262346807005,4480,1
4670,0,0.1018918494359759,4670,0
5525,0,0.025997492088136027,5525,0
3169,0,0.054724076045978,3169,0
6052,0,0.04287492109616942,6052,0
1393,0,0.1482333217680568,1393,0
3110,0,0.1482333217680568,3110,0
5007,0,0.06465684246302655,5007,0
4737,0,0.05031480976016511,4737,0
5262,0,0.033877542521578013,5262,0
1372,0,0.44144291556564474,1372,0
686,0,0.0290854052055016,686,0
1702,1,0.6742630316708281,1702,1
1963,0,0.5226584419934591,1963,1
2821,1,0.7981675274354735,2821,1
1416,0,0.021849819408834636,1416,0
2321,0,0.3212020370253537,2321,0
2128,0,0.1858540732971335,2128,0
70,0,0.23495797354534362,70,0
4445,0,0.040598129645334456,4445,0
6527,1,0.3491649482921591,6527,0
4311,1,0.3834112338115061,4311,0
168,1,0.16937441661912792,168,0
2599,0,0.009202420098063501,2599,0
2860,0,0.27492232475466555,2860,0
5923,0,0.5869278022757307,5923,1
2457,0,0.20229392423532502,2457,0
4322,0,0.6608414383855076,4322,1
6292,0,0.2626362633130747,6292,0
3055,1,0.15919063508672462,3055,0
6695,0,0.006946809072647138,6695,0
3731,0,0.6608414383855076,3731,1
5380,1,0.7322426858905066,5380,1
4460,0,0.3321118868302293,4460,0
6388,1,0.1482333217680568,6388,0
6811,1,0.6182351965872636,6811,1
2756,1,0.1482333217680568,2756,0
3420,0,0.37454468762334053,3420,0
2343,0,0.3758266844114646,2343,0
0,0,0.4751019142673148,0,0
6627,0,0.00899844967168218,6627,0
6422,0,0.041924911162187065,6422,0
499,1,0.6758534902301188,499,1
4668,0,0.4297818728533195,4668,0
6813,1,0.013003401462903064,6813,0
5659,0,0.023298956570423954,5659,0
2689,0,0.0538854224112258,2689,0
110,1,0.30507959251492633,110,0
2394,0,0.05280331209481924,2394,0
6967,1,0.6879538883756442,6967,1
1269,0,0.05222025068432317,1269,0
1727,0,0.2479155626083871,1727,0
2156,1,0.6374408249301539,2156,1
6548,0,0.08829426320554798,6548,0
6826,0,0.17149393843503702,6826,0
1658,1,0.24582693715816095,1658,0
6996,1,0.07431459915786429,6996,0
1867,1,0.6506809328082511,1867,1
745,0,0.0538854224112258,745,0
2873,1,0.6396044302177651,2873,1
1747,1,0.7466862282136323,1747,1
6590,1,0.6694097806934527,6590,1
2663,0,0.13663238101409958,2663,0
3618,0,0.11866191905598623,3618,0
1817,0,0.08173214489547782,1817,0
2135,0,0.2677063368253568,2135,0
1212,0,0.616493968734119,1212,1
2727,1,0.7929926576584264,2727,1
5215,1,0.15615294576028094,5215,0
3135,1,0.5320979624954001,3135,1
659,0,0.057173986378182384,659,0
723,1,0.45596042187435976,723,0
2190,0,0.011688080426613368,2190,0
510,0,0.23462954334865843,510,0
6935,0,0.04496399831847993,6935,0
3496,0,0.362783245707384,3496,0
5480,0,0.3940406602322202,5480,0
1553,0,0.23848477992392644,1553,0
6359,0,0.1069710281629513,6359,0
7032,1,0.7981675274354735,7032,1
3533,0,0.0779107822966352,3533,0
4058,1,0.270953758585258,4058,0
5499,1,0.7046125210379574,5499,1
4773,1,0.09755429530259889,4773,0
4197,0,0.5866356946096808,4197,1
453,1,0.4774066005673854,453,0
797,0,0.16888227940931477,797,0
6454,0,0.2667898681011407,6454,0
2045,0,0.0561246350721913,2045,0
2357,0,0.02700522214714859,2357,0
475,1,0.5075942286229393,475,1
258,1,0.37156812322384214,258,0
4027,1,0.3035147919748648,4027,0
4252,0,0.28635704607742973,4252,0
2984,0,0.038329661049038295,2984,0
3706,0,0.3139138600796111,3706,0
407,0,0.5556832191670424,407,1
964,1,0.3940406602322202,964,0
1385,0,0.06839730774980095,1385,0
4118,0,0.178328491994846,4118,0
996,1,0.2786107805414372,996,0
491,0,0.5500417509853339,491,1
6569,0,0.03500806768343526,6569,0
3692,0,0.5919554615519901,3692,1
2333,0,0.057621703105053455,2333,0
209,0,0.06597517303823068,209,0
2307,0,0.17863525204380665,2307,0
3050,1,0.5006000003504686,3050,1
4084,1,0.6679604482199543,4084,1
2538,0,0.06102069583318601,2538,0
6190,1,0.6462839184854015,6190,1
3295,0,0.012979704873484427,3295,0
3001,0,0.11341836140669047,3001,0
1495,0,0.24056762637670956,1495,0
3280,0,0.021429259142500042,3280,0
3784,1,0.65669920844019,3784,1
4427,0,0.047626395285484936,4427,0
6428,1,0.5454937770261056,6428,1
3795,0,0.6505198296912793,3795,1
6416,0,0.012759508610047739,6416,0
1312,0,0.07031668188089762,1312,0
1517,0,0.20738103146240153,1517,0
4519,0,0.14382296981606393,4519,0
1914,0,0.40658276140796284,1914,0
2761,1,0.5637810022536274,2761,1
5033,0,0.19734074124272946,5033,0
639,1,0.6924763136788546,639,1
3379,0,0.143441453575389,3379,0
1408,0,0.09069372321314728,1408,0
105,0,0.2829718061679784,105,0
4383,0,0.020000972293924692,4383,0
5587,0,0.27911778905393586,5587,0
2523,0,0.0075880724156313605,2523,0
5785,0,0.011740541382446092,5785,0
4623,0,0.26926278005656584,4623,0
2722,0,0.014205262920646248,2722,0
4373,0,0.03249408858760932,4373,0
4353,1,0.6694097806934527,4353,1
1468,0,0.12891422834930952,1468,0
6474,0,0.03770240025872648,6474,0
3768,0,0.17514991147443676,3768,0
548,0,0.2904832881676929,548,0
205,0,0.16083546989586917,205,0
6995,0,0.02099660488660342,6995,0
139,1,0.6973077463403001,139,1
305,0,0.008166122991316572,305,0
6067,0,0.1507727718980498,6067,0
5888,1,0.4134680844030395,5888,0
2395,0,0.4595643545518131,2395,0
3008,0,0.05441957951365928,3008,0
5402,0,0.03373142910572863,5402,0
5,1,0.7734066359295212,5,1
4233,0,0.057438724811558026,4233,0
6827,0,0.07045703896396417,6827,0
3473,1,0.3810742289585497,3473,0
897,0,0.10453906662387244,897,0
6164,0,0.0350094419998754,6164,0
1780,1,0.05766637440071012,1780,0
6020,0,0.06977447910693038,6020,0
1297,0,0.6024763473420425,1297,1
2546,0,0.22561855119088772,2546,0
3909,0,0.029637794271056887,3909,0
1377,0,0.012979704873484427,1377,0
2942,0,0.011569568140469114,2942,0
5464,0,0.02595698505624408,5464,0
6908,1,0.39795781154435356,6908,0
3290,0,0.29084218433508613,3290,0
5827,0,0.37779391020874525,5827,0
4567,0,0.4558090176345134,4567,0
748,0,0.007726327840172586,748,0
2336,1,0.5224816260672398,2336,1
3019,1,0.16006792996259103,3019,0
6224,0,0.0772482398039979,6224,0
6058,0,0.3812181988710962,6058,0
3418,0,0.29162054159888295,3418,0
3289,0,0.4293175187614501,3289,0
31,0,0.7893667574728501,31,1
3859,0,0.18144354212879105,3859,0
3191,0,0.38923618665243637,3191,0
5219,0,0.1482333217680568,5219,0
4926,0,0.01059111757996841,4926,0
595,1,0.25951560261855666,595,0
2263,1,0.5869278022757307,2263,1
6251,0,0.19500025326840698,6251,0
6225,0,0.027439855913941942,6225,0
4453,1,0.7596399737117426,4453,1
927,1,0.5606670259965881,927,1
4549,0,0.3793483212763048,4549,0
160,0,0.3632416298200636,160,0
4536,1,0.6694097806934527,4536,1
3347,0,0.0199651433219319,3347,0
3719,0,0.02749847272053972,3719,0
6713,0,0.2768991113355861,6713,0
6883,0,0.5044313795832054,6883,1
4608,0,0.063901143370709,4608,0
3060,0,0.14268349869693242,3060,0
5441,1,0.006822406503697133,5441,0
2502,0,0.0068828203976005,2502,0
440,0,0.6260350931780864,440,1
1056,1,0.6887728804073165,1056,1
117,1,0.7596399737117426,117,1
4406,0,0.1508520320158296,4406,0
884,0,0.030469194164546298,884,0
6112,0,0.21997477601484428,6112,0
2487,0,0.14999198306299136,2487,0
5470,0,0.03500634374848421,5470,0
1766,0,0.04208458937610995,1766,0
2093,0,0.12545679498004136,2093,0
3629,0,0.0427963386296276,3629,0
717,0,0.491343038306655,717,0
5691,0,0.07005917422022152,5691,0
4475,0,0.18320501391211802,4475,0
1667,0,0.07784886741989312,1667,0
1026,1,0.843872088970596,1026,1
5874,1,0.7596399737117426,5874,1
866,0,0.02165222060972403,866,0
4420,0,0.06784427981693895,4420,0
102,0,0.16229728580519048,102,0
6434,1,0.4751019142673148,6434,0
2107,0,0.48173265695842155,2107,0
3443,0,0.1809377682911269,3443,0
222,0,0.14256367028600173,222,0
6394,0,0.13693565206310637,6394,0
1675,1,0.4918319109447839,1675,0
2004,1,0.5096688001433163,2004,1
1877,0,0.01125193551722098,1877,0
5292,0,0.024358579270798635,5292,0
3529,0,0.7552337477443541,3529,1
6050,0,0.14133892647358978,6050,0
2269,1,0.5073259993421505,2269,1
1744,0,0.2742009327212324,1744,0
308,0,0.5467829006924558,308,1
3195,0,0.5130533546623351,3195,1
2749,0,0.1617655406536175,2749,0
5257,1,0.639150246781328,5257,1
5132,0,0.04899553276149719,5132,0
6243,0,0.02352847774884487,6243,0
1444,0,0.12401692415076111,1444,0
6055,0,0.48768410709742827,6055,0
4132,1,0.3632416298200636,4132,0
4613,1,0.3398278726703827,4613,0
1623,0,0.13696596691017796,1623,0
4556,1,0.6608414383855076,4556,1
4745,0,0.5566093069122927,4745,1
498,1,0.46520471503011757,498,0
2645,0,0.14122032598347578,2645,0
6718,1,0.5404243678693387,6718,1
1332,0,0.005923553456822118,1332,0
4200,0,0.011934784811844495,4200,0
3747,0,0.3228460798874507,3747,0
3700,1,0.14145519731623782,3700,0
1197,0,0.11938648410971238,1197,0
1047,0,0.28660330244729665,1047,0
4313,0,0.29397435043977893,4313,0
5583,1,0.525142959021204,5583,1
875,0,0.4439907407171294,875,0
6334,0,0.06034253970153983,6334,0
295,0,0.1482333217680568,295,0
5250,0,0.674418667633647,5250,1
3594,0,0.37514381834907157,3594,0
2177,0,0.0573322902793223,2177,0
5866,0,0.18543654169167317,5866,0
4986,0,0.4255667291482614,4986,0
6064,1,0.537772953784835,6064,1
4068,0,0.06754920840421004,4068,0
1471,0,0.346874351100015,1471,0
2226,0,0.034703350649677785,2226,0
2428,1,0.5183741866417605,2428,1
44,0,0.39716551531285393,44,0
900,0,0.143441453575389,900,0
6429,0,0.019023365660944574,6429,0
4529,0,0.2633533830065996,4529,0
6217,0,0.06006498284867835,6217,0
2641,0,0.2826417613527102,2641,0
3831,1,0.49312456012115236,3831,0
3410,1,0.36111962787650087,3410,0
